epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,6033.95,1.1212,0.9423,1.33058,0.68256,0.76355,0.78512,0.46537,1.46377,0.96053,1.61201,0.003796,0.003796,0.003796
190,6065.89,1.12646,0.93276,1.31737,0.72971,0.84908,0.81271,0.47163,1.50967,0.94148,1.61392,0.003763,0.003763,0.003763
191,6097.98,1.1183,0.92923,1.31714,0.7565,0.80274,0.80945,0.47693,1.43646,0.95701,1.57965,0.00373,0.00373,0.00373
192,6129.87,1.12742,0.92892,1.31858,0.74378,0.83714,0.83541,0.4852,1.47401,0.96418,1.58602,0.003697,0.003697,0.003697
193,6161.8,1.10515,0.90676,1.30193,0.77311,0.76469,0.82493,0.46755,1.46109,0.94339,1.57274,0.003664,0.003664,0.003664
194,6193.66,1.10899,0.91792,1.32055,0.7515,0.73654,0.82059,0.46646,1.47202,0.94792,1.60792,0.003631,0.003631,0.003631
195,6225.59,1.11604,0.90726,1.30913,0.70498,0.77011,0.79717,0.44722,1.48628,1.03423,1.60978,0.003598,0.003598,0.003598
196,6257.38,1.10561,0.91773,1.30847,0.75291,0.72641,0.80298,0.47386,1.42082,0.97487,1.5555,0.003565,0.003565,0.003565
197,6289.27,1.1102,0.91279,1.30893,0.67158,0.85145,0.79897,0.46224,1.43623,0.99959,1.5154,0.003532,0.003532,0.003532
198,6321.13,1.11212,0.92973,1.30722,0.71131,0.8289,0.83172,0.48114,1.42884,0.96175,1.54789,0.003499,0.003499,0.003499
199,6353.14,1.08242,0.89715,1.30215,0.75584,0.82657,0.84379,0.4812,1.47446,0.93944,1.63037,0.003466,0.003466,0.003466
200,6384.92,1.09844,0.90448,1.30446,0.70905,0.77967,0.81593,0.45542,1.55983,0.9808,1.69144,0.003433,0.003433,0.003433
201,6416.78,1.11034,0.91055,1.3152,0.67565,0.86542,0.83544,0.4797,1.47428,0.97199,1.59829,0.0034,0.0034,0.0034
202,6448.65,1.10483,0.90196,1.3013,0.7919,0.76923,0.83635,0.46836,1.51214,0.95575,1.64963,0.003367,0.003367,0.003367
203,6480.5,1.08616,0.88969,1.29621,0.74156,0.73736,0.78661,0.44406,1.49639,0.98596,1.6504,0.003334,0.003334,0.003334
204,6512.44,1.08619,0.88833,1.29677,0.68323,0.74972,0.75939,0.44215,1.45405,1.00142,1.60736,0.003301,0.003301,0.003301
205,6544.22,1.08301,0.89805,1.29868,0.69335,0.77319,0.78183,0.45178,1.45364,0.96567,1.64576,0.003268,0.003268,0.003268
206,6576.07,1.08927,0.88315,1.29136,0.75491,0.78039,0.80915,0.46472,1.46203,0.96115,1.62646,0.003235,0.003235,0.003235
207,6608.23,1.09804,0.88117,1.29249,0.73034,0.80423,0.78987,0.42975,1.50117,0.9911,1.64972,0.003202,0.003202,0.003202
208,6640.05,1.08187,0.88508,1.28376,0.69999,0.78085,0.79581,0.44604,1.51742,1.00071,1.66221,0.003169,0.003169,0.003169
209,6671.91,1.09218,0.89462,1.29552,0.6369,0.82607,0.8052,0.46264,1.41598,0.98935,1.54524,0.003136,0.003136,0.003136
210,6703.67,1.0933,0.88771,1.29251,0.65039,0.80932,0.79126,0.45154,1.47587,0.99817,1.61378,0.003103,0.003103,0.003103
211,6735.6,1.08908,0.89102,1.29679,0.69907,0.76689,0.79899,0.46504,1.43123,0.95103,1.60243,0.00307,0.00307,0.00307
212,6767.4,1.08271,0.87975,1.29267,0.78071,0.68885,0.80394,0.47335,1.39068,0.97235,1.52178,0.003037,0.003037,0.003037
213,6799.23,1.08211,0.87845,1.29478,0.64422,0.81887,0.7868,0.45462,1.46158,1.00254,1.60542,0.003004,0.003004,0.003004
214,6831.23,1.08752,0.87419,1.28425,0.70324,0.82834,0.81935,0.47736,1.40764,0.96303,1.5618,0.002971,0.002971,0.002971
215,6863.04,1.08942,0.87355,1.28581,0.69213,0.81486,0.82239,0.47592,1.4144,1.00205,1.56798,0.002938,0.002938,0.002938
216,6894.9,1.08726,0.86837,1.28828,0.66999,0.80526,0.81394,0.47841,1.40678,1.00963,1.55198,0.002905,0.002905,0.002905
217,6926.71,1.07491,0.86171,1.27974,0.71105,0.82602,0.84685,0.48751,1.4151,0.92715,1.59907,0.002872,0.002872,0.002872
218,6958.65,1.06958,0.85913,1.28392,0.64984,0.86923,0.82902,0.48531,1.4296,0.92737,1.59467,0.002839,0.002839,0.002839
219,6990.66,1.05074,0.85423,1.27139,0.64726,0.89829,0.8239,0.48638,1.4227,0.93798,1.57743,0.002806,0.002806,0.002806
220,7022.56,1.06774,0.86866,1.2798,0.76526,0.81663,0.82689,0.47212,1.45192,0.92557,1.58404,0.002773,0.002773,0.002773
221,7054.69,1.07176,0.86307,1.28775,0.80232,0.80791,0.85057,0.48855,1.41575,0.88357,1.60679,0.00274,0.00274,0.00274
222,7086.48,1.06011,0.84939,1.27697,0.74264,0.82981,0.83667,0.48035,1.47246,0.92264,1.65456,0.002707,0.002707,0.002707
223,7118.54,1.06597,0.85398,1.28079,0.72596,0.81445,0.79917,0.47344,1.441,0.8968,1.63242,0.002674,0.002674,0.002674
224,7150.37,1.06599,0.85227,1.27218,0.68528,0.81219,0.79619,0.46272,1.46736,0.9459,1.62818,0.002641,0.002641,0.002641
225,7182.27,1.05424,0.83526,1.27123,0.68842,0.81834,0.80093,0.45337,1.45722,0.94022,1.62293,0.002608,0.002608,0.002608
226,7214.11,1.04767,0.84641,1.2694,0.75028,0.79328,0.81234,0.47335,1.42235,0.9278,1.61534,0.002575,0.002575,0.002575
227,7246.09,1.05887,0.8609,1.27568,0.75136,0.77972,0.8138,0.47735,1.38177,0.9043,1.60571,0.002542,0.002542,0.002542
228,7278.13,1.05327,0.8519,1.27261,0.71308,0.80261,0.8105,0.47485,1.37393,0.92897,1.59592,0.002509,0.002509,0.002509
229,7310.02,1.04596,0.85093,1.26361,0.72964,0.77776,0.8185,0.46764,1.41356,0.94636,1.62613,0.002476,0.002476,0.002476
230,7342.09,1.04279,0.82853,1.26049,0.70772,0.80007,0.80097,0.45776,1.43698,0.99627,1.63911,0.002443,0.002443,0.002443
231,7373.9,1.05241,0.83731,1.26744,0.66491,0.82271,0.80254,0.46114,1.41453,0.96022,1.62893,0.00241,0.00241,0.00241
232,7405.85,1.03463,0.83188,1.2536,0.68099,0.75425,0.78001,0.44472,1.47574,1.0064,1.6493,0.002377,0.002377,0.002377
233,7437.7,1.05648,0.85219,1.27445,0.69377,0.77319,0.79525,0.44833,1.44289,0.95034,1.65185,0.002344,0.002344,0.002344
234,7469.8,1.05332,0.83242,1.26505,0.78834,0.6809,0.77258,0.45338,1.4628,0.97666,1.67483,0.002311,0.002311,0.002311
235,7501.76,1.03176,0.83943,1.26184,0.6495,0.84317,0.80337,0.46433,1.49907,1.00337,1.68125,0.002278,0.002278,0.002278
236,7533.71,1.02677,0.8041,1.24696,0.65769,0.7643,0.79547,0.45226,1.5039,1.00677,1.6564,0.002245,0.002245,0.002245
237,7565.63,1.03269,0.82676,1.26055,0.73079,0.75296,0.79475,0.46057,1.49482,0.97369,1.66833,0.002212,0.002212,0.002212
238,7597.51,1.03436,0.82713,1.25829,0.74932,0.82373,0.82617,0.47036,1.44482,0.97309,1.61807,0.002179,0.002179,0.002179
239,7629.36,1.03775,0.82552,1.26329,0.6717,0.79971,0.77891,0.46078,1.46113,0.94007,1.65669,0.002146,0.002146,0.002146
240,7661.26,1.0319,0.81642,1.25429,0.69657,0.76801,0.77868,0.46036,1.46,0.92226,1.65276,0.002113,0.002113,0.002113
241,7693.17,1.03257,0.8143,1.25086,0.6714,0.87052,0.83438,0.47928,1.45839,0.89952,1.63965,0.00208,0.00208,0.00208
242,7725.28,1.03387,0.81356,1.25922,0.68031,0.84204,0.81764,0.47216,1.46832,0.893,1.65347,0.002047,0.002047,0.002047
243,7757.18,1.02292,0.80873,1.24913,0.69181,0.86031,0.81674,0.46238,1.49281,0.90901,1.70393,0.002014,0.002014,0.002014
244,7789.05,1.03216,0.82623,1.25214,0.66656,0.83013,0.79233,0.45151,1.47177,0.93796,1.67318,0.001981,0.001981,0.001981
245,7820.91,1.00277,0.80332,1.23819,0.67011,0.86084,0.804,0.4547,1.47337,0.91849,1.68471,0.001948,0.001948,0.001948
246,7852.85,1.0222,0.80909,1.24764,0.79122,0.76347,0.8235,0.47034,1.47873,0.89244,1.68277,0.001915,0.001915,0.001915
247,7884.73,1.01131,0.79703,1.24389,0.77419,0.79543,0.83767,0.47302,1.47978,0.90197,1.71573,0.001882,0.001882,0.001882
248,7916.62,1.02164,0.80751,1.2485,0.75384,0.77513,0.82259,0.46325,1.48444,0.88985,1.7072,0.001849,0.001849,0.001849
249,7948.54,1.01097,0.80361,1.24394,0.75748,0.77171,0.81381,0.46218,1.4754,0.93613,1.69281,0.001816,0.001816,0.001816
250,7980.35,1.02063,0.80512,1.24971,0.73384,0.75121,0.79965,0.45536,1.50172,0.95983,1.6799,0.001783,0.001783,0.001783
251,8012.23,1.01876,0.81284,1.24419,0.6998,0.8481,0.81444,0.45509,1.46596,0.93821,1.63569,0.00175,0.00175,0.00175
252,8044.09,1.01905,0.81228,1.24612,0.67642,0.8443,0.81785,0.45751,1.44188,0.94793,1.61596,0.001717,0.001717,0.001717
253,8076.04,1.00509,0.79654,1.24162,0.73432,0.79216,0.79929,0.46535,1.41367,0.9394,1.61543,0.001684,0.001684,0.001684
254,8107.97,1.00639,0.78926,1.24353,0.70887,0.81901,0.80946,0.47362,1.43786,0.92962,1.62841,0.001651,0.001651,0.001651
255,8139.97,0.99799,0.79101,1.2401,0.6402,0.82987,0.77872,0.45712,1.40698,0.9688,1.61963,0.001618,0.001618,0.001618
256,8172.15,1.00352,0.80156,1.24023,0.69549,0.75398,0.79574,0.46126,1.41981,0.96591,1.63868,0.001585,0.001585,0.001585
257,8204.06,1.00767,0.7846,1.24008,0.67142,0.77681,0.78757,0.45234,1.39997,0.98648,1.61926,0.001552,0.001552,0.001552
258,8236.06,0.99884,0.79687,1.23547,0.68778,0.82419,0.78925,0.45408,1.41665,0.97315,1.62265,0.001519,0.001519,0.001519
259,8268.04,1.00188,0.78431,1.24253,0.71201,0.82902,0.78889,0.46048,1.39449,0.96961,1.59117,0.001486,0.001486,0.001486
260,8300.04,1.00242,0.79595,1.23731,0.72041,0.81023,0.80366,0.47554,1.4195,0.97043,1.61882,0.001453,0.001453,0.001453
261,8331.92,0.99873,0.78531,1.24024,0.72665,0.80524,0.80731,0.4694,1.43562,0.94856,1.6403,0.00142,0.00142,0.00142
262,8364.03,0.98749,0.7838,1.23404,0.71392,0.78263,0.79933,0.47998,1.43126,0.95014,1.62888,0.001387,0.001387,0.001387
263,8395.91,0.98993,0.78824,1.23088,0.69167,0.81826,0.8016,0.48198,1.42249,0.97487,1.62193,0.001354,0.001354,0.001354
264,8427.8,0.99331,0.77792,1.23023,0.68054,0.79907,0.8018,0.47608,1.40622,0.96418,1.60886,0.001321,0.001321,0.001321
265,8459.7,0.99307,0.77542,1.22794,0.64685,0.81758,0.78924,0.47345,1.38309,0.95625,1.5876,0.001288,0.001288,0.001288
266,8491.6,0.99628,0.7911,1.2322,0.6619,0.79861,0.79006,0.47256,1.42462,0.949,1.64877,0.001255,0.001255,0.001255
267,8523.62,0.98155,0.77643,1.22128,0.62758,0.82053,0.77283,0.45764,1.42086,0.96946,1.64737,0.001222,0.001222,0.001222
